items,hedge,keys,size,p
39,1.666667,4,65,0.95
40,1.65,4,66,0.95
41,1.634146,4,67,0.95
42,1.642857,4,69,0.95
43,1.627907,4,70,0.95
44,1.613636,4,71,0.95
45,1.622222,4,73,0.95
46,1.608696,4,74,0.95
47,1.617021,4,76,0.95
48,1.604167,4,77,0.95
49,1.591837,4,78,0.95
1,5,3,5,0.952381
2,4,5,8,0.952381
3,3.666667,3,11,0.952381
4,3,5,12,0.952381
5,2.8,5,14,0.952381
6,2.666667,5,16,0.952381
7,2.428571,5,17,0.952381
8,2.375,5,19,0.952381
9,2.333333,5,21,0.952381
10,2.2,5,22,0.952381
11,2.090909,5,23,0.952381
12,2,5,24,0.952381
13,2,5,26,0.952381
14,2,5,28,0.952381
15,2,5,30,0.952381
16,1.9375,5,31,0.952381
17,1.941176,5,33,0.952381
18,1.944444,5,35,0.952381
19,1.894737,5,36,0.952381
20,1.9,5,38,0.952381
21,1.857143,5,39,0.952381
22,1.863636,5,41,0.952381
23,1.826087,5,42,0.952381
24,1.833333,5,44,0.952381
25,1.8,5,45,0.952381
26,1.807692,5,47,0.952381
27,1.777778,5,48,0.952381
28,1.785714,5,50,0.952381
29,1.793103,4,52,0.952381
30,1.766667,5,53,0.952381
31,1.774194,4,55,0.952381
32,1.75,5,56,0.952381
33,1.727273,5,57,0.952381
34,1.735294,4,59,0.952381
35,1.714286,4,60,0.952381
36,1.694444,4,61,0.952381
37,1.675676,4,62,0.952381
38,1.684211,4,64,0.952381
39,1.666667,4,65,0.952381
40,1.65,4,66,0.952381
41,1.658537,4,68,0.952381
42,1.642857,4,69,0.952381
43,1.651163,4,71,0.952381
44,1.613636,4,71,0.952381
45,1.622222,4,73,0.952381
46,1.608696,4,74,0.952381
47,1.595745,4,75,0.952381
48,1.604167,4,77,0.952381
49,1.591837,4,78,0.952381
1,5,3,5,0.954545
2,4,3,8,0.954545
3,3.666667,5,11,0.954545
4,3.25,5,13,0.954545
5,2.8,5,14,0.954545
6,2.666667,5,16,0.954545
7,2.571429,5,18,0.954545
8,2.375,5,19,0.954545
9,2.333333,5,21,0.954545
10,2.2,5,22,0.954545
11,2.181818,5,24,0.954545
12,2.166667,5,26,0.954545
13,2,5,26,0.954545
14,2,5,28,0.954545
15,2,5,30,0.954545
16,1.9375,5,31,0.954545
17,1.941176,5,33,0.954545
18,1.944444,5,35,0.954545
19,1.894737,5,36,0.954545
20,1.9,5,38,0.954545
21,1.857143,5,39,0.954545
22,1.863636,5,41,0.954545
23,1.826087,5,42,0.954545
24,1.833333,5,44,0.954545
25,1.84,5,46,0.954545
26,1.807692,5,47,0.954545
27,1.814815,5,49,0.954545
28,1.785714,5,50,0.954545
29,1.758621,5,51,0.954545
30,1.766667,5,53,0.954545
31,1.774194,4,55,0.954545
32,1.75,5,56,0.954545
33,1.757576,4,58,0.954545
34,1.735294,4,59,0.954545
35,1.742857,5,61,0.954545
36,1.694444,4,61,0.954545
37,1.702703,4,63,0.954545
38,1.684211,4,64,0.954545
39,1.717949,4,67,0.954545
40,1.675,4,67,0.954545
41,1.658537,4,68,0.954545
42,1.642857,4,69,0.954545
43,1.651163,4,71,0.954545
44,1.659091,4,73,0.954545
45,1.644444,4,74,0.954545
46,1.630435,4,75,0.954545
47,1.617021,4,76,0.954545
48,1.604167,4,77,0.954545
49,1.612245,4,79,0.954545
1,4,3,4,0.956522
2,4,5,8,0.956522
3,3.666667,5,11,0.956522
4,3.25,5,13,0.956522
5,2.8,5,14,0.956522
6,2.666667,5,16,0.956522
7,2.571429,5,18,0.956522
8,2.375,5,19,0.956522
9,2.333333,5,21,0.956522
10,2.3,5,23,0.956522
11,2.181818,5,24,0.956522
12,2.166667,5,26,0.956522
13,2.153846,5,28,0.956522
14,2,5,28,0.956522
15,2,5,30,0.956522
16,2,5,32,0.956522
17,1.941176,5,33,0.956522
18,1.944444,5,35,0.956522
19,1.894737,5,36,0.956522
20,1.9,5,38,0.956522
21,1.857143,5,39,0.956522
22,1.863636,5,41,0.956522
23,1.826087,5,42,0.956522
24,1.833333,5,44,0.956522
25,1.8,5,45,0.956522
26,1.807692,5,47,0.956522
27,1.814815,5,49,0.956522
28,1.785714,5,50,0.956522
29,1.793103,5,52,0.956522
30,1.766667,5,53,0.956522
31,1.774194,5,55,0.956522
32,1.78125,5,57,0.956522
33,1.757576,4,58,0.956522
34,1.735294,4,59,0.956522
35,1.742857,4,61,0.956522
36,1.722222,5,62,0.956522
37,1.72973,4,64,0.956522
38,1.710526,5,65,0.956522
39,1.692308,4,66,0.956522
40,1.7,4,68,0.956522
41,1.682927,4,69,0.956522
42,1.666667,4,70,0.956522
43,1.651163,4,71,0.956522
44,1.659091,4,73,0.956522
45,1.644444,4,74,0.956522
46,1.630435,4,75,0.956522
47,1.617021,4,76,0.956522
48,1.625,4,78,0.956522
49,1.612245,4,79,0.956522
1,5,3,5,0.958333
2,4.5,3,9,0.958333
3,3.666667,5,11,0.958333
4,3.25,5,13,0.958333
5,2.8,5,14,0.958333
6,2.666667,5,16,0.958333
7,2.571429,5,18,0.958333
8,2.5,5,20,0.958333
9,2.333333,5,21,0.958333
10,2.3,5,23,0.958333
11,2.181818,5,24,0.958333
12,2.166667,5,26,0.958333
13,2,5,26,0.958333
14,2,5,28,0.958333
15,2,5,30,0.958333
16,2,5,32,0.958333
17,1.941176,5,33,0.958333
18,1.944444,5,35,0.958333
19,1.894737,5,36,0.958333
20,1.9,5,38,0.958333
21,1.857143,5,39,0.958333
22,1.863636,5,41,0.958333
23,1.869565,5,43,0.958333
24,1.833333,5,44,0.958333
25,1.84,5,46,0.958333
26,1.807692,5,47,0.958333
27,1.814815,5,49,0.958333
28,1.785714,5,50,0.958333
29,1.793103,5,52,0.958333
30,1.766667,5,53,0.958333
31,1.741935,5,54,0.958333
32,1.78125,5,57,0.958333
33,1.757576,5,58,0.958333
34,1.735294,5,59,0.958333
35,1.742857,4,61,0.958333
36,1.722222,5,62,0.958333
37,1.72973,4,64,0.958333
38,1.710526,4,65,0.958333
39,1.692308,4,66,0.958333
40,1.675,4,67,0.958333
41,1.682927,4,69,0.958333
42,1.666667,4,70,0.958333
43,1.651163,4,71,0.958333
44,1.659091,4,73,0.958333
45,1.644444,4,74,0.958333
46,1.652174,4,76,0.958333
47,1.617021,4,76,0.958333
48,1.625,4,78,0.958333
49,1.612245,4,79,0.958333
1,5,3,5,0.961538
2,4.5,3,9,0.961538
3,3.666667,5,11,0.961538
4,3.25,5,13,0.961538
5,3,5,15,0.961538
6,2.666667,5,16,0.961538
7,2.571429,5,18,0.961538
8,2.5,5,20,0.961538
9,2.333333,5,21,0.961538
10,2.3,5,23,0.961538
11,2.181818,5,24,0.961538
12,2.166667,5,26,0.961538
13,2.153846,5,28,0.961538
14,2,5,28,0.961538
15,2,5,30,0.961538
16,2,5,32,0.961538
17,1.941176,5,33,0.961538
18,1.944444,5,35,0.961538
19,1.894737,5,36,0.961538
20,1.9,5,38,0.961538
21,1.904762,5,40,0.961538
22,1.863636,5,41,0.961538
23,1.869565,5,43,0.961538
24,1.875,5,45,0.961538
25,1.84,5,46,0.961538
26,1.846154,5,48,0.961538
27,1.814815,5,49,0.961538
28,1.821429,5,51,0.961538
29,1.793103,5,52,0.961538
30,1.766667,5,53,0.961538
31,1.774194,5,55,0.961538
32,1.78125,5,57,0.961538
33,1.757576,5,58,0.961538
34,1.735294,5,59,0.961538
35,1.742857,5,61,0.961538
36,1.75,5,63,0.961538
37,1.72973,4,64,0.961538
38,1.710526,4,65,0.961538
39,1.717949,5,67,0.961538
40,1.7,4,68,0.961538
41,1.707317,4,70,0.961538
42,1.690476,4,71,0.961538
43,1.674419,4,72,0.961538
44,1.681818,4,74,0.961538
45,1.644444,4,74,0.961538
46,1.652174,4,76,0.961538
47,1.638298,4,77,0.961538
48,1.625,4,78,0.961538
49,1.632653,4,80,0.961538
1,5,3,5,0.96
2,4.5,3,9,0.96
3,3.666667,5,11,0.96
4,3.25,5,13,0.96
5,3,5,15,0.96
6,2.666667,5,16,0.96
7,2.571429,5,18,0.96
8,2.375,5,19,0.96
9,2.333333,5,21,0.96
10,2.3,5,23,0.96
11,2.181818,5,24,0.96
12,2.166667,5,26,0.96
13,2,5,26,0.96
14,2,5,28,0.96
15,2,5,30,0.96
16,2,5,32,0.96
17,1.941176,5,33,0.96
18,1.944444,5,35,0.96
19,1.894737,5,36,0.96
20,1.9,5,38,0.96
21,1.857143,5,39,0.96
22,1.863636,5,41,0.96
23,1.869565,5,43,0.96
24,1.833333,5,44,0.96
25,1.84,5,46,0.96
26,1.807692,5,47,0.96
27,1.814815,5,49,0.96
28,1.821429,5,51,0.96
29,1.793103,5,52,0.96
30,1.766667,5,53,0.96
31,1.774194,5,55,0.96
32,1.75,5,56,0.96
33,1.757576,5,58,0.96
34,1.764706,5,60,0.96
35,1.742857,5,61,0.96
36,1.75,4,63,0.96
37,1.72973,4,64,0.96
38,1.710526,4,65,0.96
39,1.692308,4,66,0.96
40,1.675,4,67,0.96
41,1.658537,4,68,0.96
42,1.666667,4,70,0.96
43,1.674419,4,72,0.96
44,1.681818,4,74,0.96
45,1.666667,4,75,0.96
46,1.652174,4,76,0.96
47,1.638298,4,77,0.96
48,1.625,4,78,0.96
49,1.632653,4,80,0.96
1,5,3,5,0.962963
2,4.5,5,9,0.962963
3,3.666667,5,11,0.962963
4,3.25,5,13,0.962963
5,3,5,15,0.962963
6,2.833333,5,17,0.962963
7,2.571429,5,18,0.962963
8,2.5,5,20,0.962963
9,2.444444,5,22,0.962963
10,2.3,5,23,0.962963
11,2.181818,5,24,0.962963
12,2.166667,5,26,0.962963
13,2,5,26,0.962963
14,2,5,28,0.962963
15,2,5,30,0.962963
16,2,5,32,0.962963
17,2,5,34,0.962963
18,1.944444,5,35,0.962963
19,1.947368,5,37,0.962963
20,1.9,5,38,0.962963
21,1.904762,5,40,0.962963
22,1.863636,5,41,0.962963
23,1.869565,5,43,0.962963
24,1.833333,5,44,0.962963
25,1.84,5,46,0.962963
26,1.846154,5,48,0.962963
27,1.814815,5,49,0.962963
28,1.785714,5,50,0.962963
29,1.793103,5,52,0.962963
30,1.8,5,54,0.962963
31,1.774194,5,55,0.962963
32,1.78125,5,57,0.962963
33,1.757576,5,58,0.962963
34,1.764706,5,60,0.962963
35,1.742857,4,61,0.962963
36,1.75,5,63,0.962963
37,1.756757,5,65,0.962963
38,1.736842,5,66,0.962963
39,1.717949,4,67,0.962963
40,1.725,5,69,0.962963
41,1.707317,5,70,0.962963
42,1.714286,4,72,0.962963
43,1.674419,4,72,0.962963
44,1.659091,4,73,0.962963
45,1.688889,4,76,0.962963
46,1.673913,4,77,0.962963
47,1.659574,4,78,0.962963
48,1.666667,4,80,0.962963
49,1.653061,4,81,0.962963
1,5,3,5,0.964286
2,4.5,5,9,0.964286
3,3.666667,5,11,0.964286
4,3.25,5,13,0.964286
5,3,5,15,0.964286
6,2.833333,5,17,0.964286
7,2.714286,5,19,0.964286
8,2.5,5,20,0.964286
9,2.333333,5,21,0.964286
10,2.3,5,23,0.964286
11,2.181818,5,24,0.964286
12,2.166667,5,26,0.964286
13,2,5,26,0.964286
14,2,5,28,0.964286
15,2,5,30,0.964286
16,2,5,32,0.964286
17,2,5,34,0.964286
18,1.944444,5,35,0.964286
19,1.947368,5,37,0.964286
20,1.9,5,38,0.964286
21,1.904762,5,40,0.964286
22,1.863636,5,41,0.964286
23,1.869565,5,43,0.964286
24,1.833333,5,44,0.964286
25,1.84,5,46,0.964286
26,1.846154,5,48,0.964286
27,1.814815,5,49,0.964286
28,1.821429,5,51,0.964286
29,1.793103,5,52,0.964286
30,1.8,5,54,0.964286
31,1.774194,5,55,0.964286
32,1.78125,5,57,0.964286
33,1.757576,5,58,0.964286
34,1.764706,5,60,0.964286
35,1.771429,5,62,0.964286
36,1.75,5,63,0.964286
37,1.72973,5,64,0.964286
38,1.736842,5,66,0.964286
39,1.692308,4,66,0.964286
40,1.725,4,69,0.964286
41,1.707317,4,70,0.964286
42,1.690476,4,71,0.964286
43,1.72093,4,74,0.964286
44,1.704545,4,75,0.964286
45,1.711111,4,77,0.964286
46,1.695652,4,78,0.964286
47,1.680851,4,79,0.964286
48,1.666667,4,80,0.964286
49,1.632653,4,80,0.964286
1,5,3,5,0.965517
2,4.5,5,9,0.965517
3,3.666667,5,11,0.965517
4,3.25,5,13,0.965517
5,3,5,15,0.965517
6,2.833333,5,17,0.965517
7,2.571429,5,18,0.965517
8,2.5,5,20,0.965517
9,2.444444,5,22,0.965517
10,2.3,5,23,0.965517
11,2.272727,5,25,0.965517
12,2.166667,5,26,0.965517
13,2.153846,5,28,0.965517
14,2,5,28,0.965517
15,2,5,30,0.965517
16,2.0625,5,33,0.965517
17,2,5,34,0.965517
18,1.944444,5,35,0.965517
19,1.947368,5,37,0.965517
20,1.9,5,38,0.965517
21,1.904762,5,40,0.965517
22,1.863636,5,41,0.965517
23,1.869565,5,43,0.965517
24,1.833333,5,44,0.965517
25,1.84,5,46,0.965517
26,1.807692,5,47,0.965517
27,1.814815,5,49,0.965517
28,1.821429,5,51,0.965517
29,1.793103,5,52,0.965517
30,1.8,5,54,0.965517
31,1.774194,5,55,0.965517
32,1.78125,5,57,0.965517
33,1.757576,5,58,0.965517
34,1.764706,5,60,0.965517
35,1.771429,5,62,0.965517
36,1.75,5,63,0.965517
37,1.72973,5,64,0.965517
38,1.736842,5,66,0.965517
39,1.717949,5,67,0.965517
40,1.725,4,69,0.965517
41,1.731707,5,71,0.965517
42,1.714286,5,72,0.965517
43,1.72093,4,74,0.965517
44,1.704545,4,75,0.965517
45,1.688889,4,76,0.965517
46,1.695652,4,78,0.965517
47,1.680851,4,79,0.965517
48,1.666667,4,80,0.965517
49,1.653061,4,81,0.965517
1,5,3,5,0.966667
2,4.5,5,9,0.966667
3,3.666667,5,11,0.966667
4,3.25,5,13,0.966667
5,3,5,15,0.966667
6,2.833333,5,17,0.966667
7,2.571429,5,18,0.966667
8,2.5,5,20,0.966667
9,2.444444,5,22,0.966667
10,2.3,5,23,0.966667
11,2.272727,5,25,0.966667
12,2.166667,5,26,0.966667
13,2.153846,5,28,0.966667
14,2,5,28,0.966667
15,2,5,30,0.966667
16,2,5,32,0.966667
17,2,5,34,0.966667
18,2,5,36,0.966667
19,1.947368,5,37,0.966667
20,1.9,5,38,0.966667
21,1.904762,5,40,0.966667
22,1.863636,5,41,0.966667
23,1.869565,5,43,0.966667
24,1.833333,5,44,0.966667
25,1.84,5,46,0.966667
26,1.846154,5,48,0.966667
27,1.814815,5,49,0.966667
28,1.821429,5,51,0.966667
29,1.827586,5,53,0.966667
30,1.8,5,54,0.966667
31,1.774194,5,55,0.966667
32,1.78125,5,57,0.966667
33,1.787879,5,59,0.966667
34,1.764706,5,60,0.966667
35,1.742857,5,61,0.966667
36,1.75,5,63,0.966667
37,1.756757,5,65,0.966667
38,1.736842,5,66,0.966667
39,1.74359,5,68,0.966667
40,1.725,5,69,0.966667
41,1.707317,5,70,0.966667
42,1.714286,5,72,0.966667
43,1.697674,4,73,0.966667
44,1.704545,4,75,0.966667
45,1.688889,4,76,0.966667
46,1.695652,4,78,0.966667
47,1.680851,4,79,0.966667
48,1.645833,4,79,0.966667
49,1.653061,4,81,0.966667
1,5,3,5,0.967742
2,4.5,5,9,0.967742
3,3.666667,5,11,0.967742
4,3.25,5,13,0.967742
5,3,5,15,0.967742
6,2.833333,5,17,0.967742
7,2.714286,5,19,0.967742
8,2.5,5,20,0.967742
9,2.444444,5,22,0.967742
10,2.3,5,23,0.967742
11,2.272727,5,25,0.967742
12,2.166667,5,26,0.967742
13,2.153846,5,28,0.967742
14,2.142857,5,30,0.967742
15,2,5,30,0.967742
16,2,5,32,0.967742
17,2,5,34,0.967742
18,1.944444,5,35,0.967742
19,1.947368,5,37,0.967742
20,1.9,5,38,0.967742
21,1.904762,5,40,0.967742
22,1.909091,5,42,0.967742
23,1.869565,5,43,0.967742
24,1.875,5,45,0.967742
25,1.84,5,46,0.967742
26,1.846154,5,48,0.967742
27,1.814815,5,49,0.967742
28,1.821429,5,51,0.967742
29,1.793103,5,52,0.967742
30,1.8,5,54,0.967742
31,1.774194,5,55,0.967742
32,1.78125,5,57,0.967742
33,1.757576,5,58,0.967742
34,1.764706,5,60,0.967742
35,1.771429,5,62,0.967742
36,1.75,5,63,0.967742
37,1.756757,5,65,0.967742
38,1.736842,5,66,0.967742
39,1.74359,5,68,0.967742
40,1.725,5,69,0.967742
41,1.731707,5,71,0.967742
42,1.714286,5,72,0.967742
43,1.697674,4,73,0.967742
44,1.704545,4,75,0.967742
45,1.688889,4,76,0.967742
46,1.695652,5,78,0.967742
47,1.702128,4,80,0.967742
48,1.6875,4,81,0.967742
49,1.693878,4,83,0.967742
1,5,3,5,0.96875
2,4.5,5,9,0.96875
3,4,5,12,0.96875
4,3.5,5,14,0.96875
5,3.2,5,16,0.96875
6,2.833333,5,17,0.96875
7,2.714286,5,19,0.96875
8,2.5,5,20,0.96875
9,2.444444,5,22,0.96875
10,2.4,5,24,0.96875
11,2.181818,5,24,0.96875
12,2.25,5,27,0.96875
13,2.153846,5,28,0.96875
14,2.142857,5,30,0.96875
15,2,5,30,0.96875
16,2,5,32,0.96875
17,2,5,34,0.96875
18,2,5,36,0.96875
19,1.947368,5,37,0.96875
20,1.95,5,39,0.96875
21,1.904762,5,40,0.96875
22,1.909091,5,42,0.96875
23,1.869565,5,43,0.96875
24,1.875,5,45,0.96875
25,1.84,5,46,0.96875
26,1.846154,5,48,0.96875
27,1.851852,5,50,0.96875
28,1.821429,5,51,0.96875
29,1.793103,5,52,0.96875
30,1.8,5,54,0.96875
31,1.806452,5,56,0.96875
32,1.78125,5,57,0.96875
33,1.787879,5,59,0.96875
34,1.764706,5,60,0.96875
35,1.771429,5,62,0.96875
36,1.75,5,63,0.96875
37,1.756757,5,65,0.96875
38,1.736842,5,66,0.96875
39,1.74359,5,68,0.96875
40,1.725,5,69,0.96875
41,1.731707,5,71,0.96875
42,1.714286,5,72,0.96875
43,1.72093,5,74,0.96875
44,1.704545,5,75,0.96875
45,1.711111,4,77,0.96875
46,1.717391,4,79,0.96875
47,1.702128,5,80,0.96875
48,1.6875,4,81,0.96875
49,1.693878,4,83,0.96875
1,6,3,6,0.969697
2,5,3,10,0.969697
3,4,5,12,0.969697
4,3.5,5,14,0.969697
5,3,5,15,0.969697
6,2.833333,5,17,0.969697
7,2.714286,5,19,0.969697
8,2.5,5,20,0.969697
9,2.444444,5,22,0.969697
10,2.4,5,24,0.969697
11,2.272727,5,25,0.969697
12,2.166667,5,26,0.969697
13,2.153846,5,28,0.969697
14,2,5,28,0.969697
15,2,5,30,0.969697
16,2.0625,5,33,0.969697
17,2,5,34,0.969697
18,2,5,36,0.969697
19,1.947368,5,37,0.969697
20,1.95,5,39,0.969697
21,1.904762,5,40,0.969697
22,1.909091,5,42,0.969697
23,1.869565,5,43,0.969697
24,1.875,5,45,0.969697
25,1.84,5,46,0.969697
26,1.846154,5,48,0.969697
27,1.814815,5,49,0.969697
28,1.821429,5,51,0.969697
29,1.793103,5,52,0.969697
30,1.8,5,54,0.969697
31,1.806452,5,56,0.969697
32,1.78125,5,57,0.969697
33,1.787879,5,59,0.969697
34,1.764706,5,60,0.969697
35,1.771429,5,62,0.969697
36,1.75,5,63,0.969697
37,1.756757,5,65,0.969697
38,1.736842,5,66,0.969697
39,1.74359,5,68,0.969697
40,1.725,5,69,0.969697
41,1.731707,5,71,0.969697
42,1.738095,4,73,0.969697
43,1.697674,4,73,0.969697
44,1.727273,5,76,0.969697
45,1.711111,5,77,0.969697
46,1.717391,5,79,0.969697
47,1.702128,4,80,0.969697
48,1.666667,4,80,0.969697
49,1.693878,4,83,0.969697
1,6,3,6,0.970588
2,4.5,5,9,0.970588
3,4,5,12,0.970588
4,3.5,5,14,0.970588
5,3,5,15,0.970588
6,2.833333,5,17,0.970588
7,2.714286,5,19,0.970588
8,2.5,5,20,0.970588
9,2.444444,5,22,0.970588
10,2.3,5,23,0.970588
11,2.272727,5,25,0.970588
12,2.25,5,27,0.970588
13,2.153846,5,28,0.970588
14,2.142857,5,30,0.970588
15,2.133333,5,32,0.970588
16,2.0625,5,33,0.970588
17,2,5,34,0.970588
18,2,5,36,0.970588
19,1.947368,5,37,0.970588
20,1.95,5,39,0.970588
21,1.952381,5,41,0.970588
22,1.909091,5,42,0.970588
23,1.869565,5,43,0.970588
24,1.875,5,45,0.970588
25,1.84,5,46,0.970588
26,1.846154,5,48,0.970588
27,1.851852,5,50,0.970588
28,1.821429,5,51,0.970588
29,1.793103,5,52,0.970588
30,1.8,5,54,0.970588
31,1.806452,5,56,0.970588
32,1.78125,5,57,0.970588
33,1.787879,5,59,0.970588
34,1.764706,5,60,0.970588
35,1.771429,5,62,0.970588
36,1.75,5,63,0.970588
37,1.756757,5,65,0.970588
38,1.736842,5,66,0.970588
39,1.74359,5,68,0.970588
40,1.75,5,70,0.970588
41,1.731707,5,71,0.970588
42,1.714286,5,72,0.970588
43,1.72093,5,74,0.970588
44,1.704545,5,75,0.970588
45,1.711111,5,77,0.970588
46,1.717391,4,79,0.970588
47,1.702128,5,80,0.970588
48,1.6875,4,81,0.970588
49,1.693878,4,83,0.970588
1,5,3,5,0.971429
2,5,5,10,0.971429
3,4,5,12,0.971429
4,3.5,5,14,0.971429
5,3.2,5,16,0.971429
6,3,5,18,0.971429
7,2.714286,5,19,0.971429
8,2.625,5,21,0.971429
9,2.444444,5,22,0.971429
10,2.4,5,24,0.971429
11,2.272727,5,25,0.971429
12,2.25,5,27,0.971429
13,2.153846,5,28,0.971429
14,2.142857,5,30,0.971429
15,2,5,30,0.971429
16,2.0625,5,33,0.971429
17,2,5,34,0.971429
18,2,5,36,0.971429
19,1.947368,5,37,0.971429
20,1.95,5,39,0.971429
21,1.904762,5,40,0.971429
22,1.909091,5,42,0.971429
23,1.913043,5,44,0.971429
24,1.875,5,45,0.971429
25,1.84,5,46,0.971429
26,1.846154,5,48,0.971429
27,1.851852,5,50,0.971429
28,1.821429,5,51,0.971429
29,1.827586,5,53,0.971429
30,1.8,5,54,0.971429
31,1.806452,5,56,0.971429
32,1.78125,5,57,0.971429
33,1.787879,5,59,0.971429
34,1.764706,5,60,0.971429
35,1.771429,5,62,0.971429
36,1.75,5,63,0.971429
37,1.756757,5,65,0.971429
38,1.736842,5,66,0.971429
39,1.74359,5,68,0.971429
40,1.725,5,69,0.971429
41,1.731707,5,71,0.971429
42,1.714286,5,72,0.971429
43,1.72093,5,74,0.971429
44,1.727273,5,76,0.971429
45,1.711111,5,77,0.971429
46,1.717391,5,79,0.971429
47,1.723404,4,81,0.971429
48,1.6875,4,81,0.971429
49,1.693878,4,83,0.971429
1,6,3,6,0.972222
2,4.5,5,9,0.972222
3,4,5,12,0.972222
4,3.5,5,14,0.972222
5,3.2,5,16,0.972222
6,2.833333,5,17,0.972222
7,2.714286,5,19,0.972222
8,2.625,5,21,0.972222
9,2.444444,5,22,0.972222
10,2.4,5,24,0.972222
11,2.272727,5,25,0.972222
12,2.25,5,27,0.972222
13,2.153846,5,28,0.972222
14,2.142857,5,30,0.972222
15,2,5,30,0.972222
16,2.0625,5,33,0.972222
17,2.058824,5,35,0.972222
18,2,5,36,0.972222
19,1.947368,5,37,0.972222
20,1.95,5,39,0.972222
21,1.952381,5,41,0.972222
22,1.909091,5,42,0.972222
23,1.869565,5,43,0.972222
24,1.875,5,45,0.972222
25,1.84,5,46,0.972222
26,1.846154,5,48,0.972222
27,1.851852,5,50,0.972222
28,1.821429,5,51,0.972222
29,1.793103,5,52,0.972222
30,1.8,5,54,0.972222
31,1.806452,5,56,0.972222
32,1.78125,5,57,0.972222
33,1.787879,5,59,0.972222
34,1.794118,5,61,0.972222
35,1.771429,5,62,0.972222
36,1.75,5,63,0.972222
37,1.756757,5,65,0.972222
38,1.763158,5,67,0.972222
39,1.74359,5,68,0.972222
40,1.75,5,70,0.972222
41,1.731707,5,71,0.972222
42,1.738095,5,73,0.972222
43,1.72093,5,74,0.972222
44,1.727273,5,76,0.972222
45,1.711111,5,77,0.972222
46,1.717391,5,79,0.972222
47,1.702128,5,80,0.972222
48,1.708333,5,82,0.972222
49,1.693878,4,83,0.972222
1,6,3,6,0.972973
2,5,5,10,0.972973
3,4,5,12,0.972973
4,3.5,5,14,0.972973
5,3.2,5,16,0.972973
6,3,5,18,0.972973
7,2.714286,5,19,0.972973
8,2.625,5,21,0.972973
9,2.444444,5,22,0.972973
10,2.4,5,24,0.972973
11,2.363636,5,26,0.972973
12,2.166667,5,26,0.972973
13,2.153846,5,28,0.972973
14,2.142857,5,30,0.972973
15,2.133333,5,32,0.972973
16,2.0625,5,33,0.972973
17,2,5,34,0.972973
18,2,5,36,0.972973
19,1.947368,5,37,0.972973
20,1.95,5,39,0.972973
21,1.952381,5,41,0.972973
22,1.909091,5,42,0.972973
23,1.913043,5,44,0.972973
24,1.875,5,45,0.972973
25,1.88,5,47,0.972973
26,1.846154,5,48,0.972973
27,1.851852,5,50,0.972973
28,1.821429,5,51,0.972973
29,1.827586,5,53,0.972973
30,1.8,5,54,0.972973
31,1.806452,5,56,0.972973
32,1.78125,5,57,0.972973
33,1.787879,5,59,0.972973
34,1.764706,5,60,0.972973
35,1.771429,5,62,0.972973
36,1.777778,5,64,0.972973
37,1.756757,5,65,0.972973
38,1.763158,5,67,0.972973
39,1.74359,5,68,0.972973
40,1.75,5,70,0.972973
41,1.731707,5,71,0.972973
42,1.738095,5,73,0.972973
43,1.72093,5,74,0.972973
44,1.727273,5,76,0.972973
45,1.711111,5,77,0.972973
46,1.717391,5,79,0.972973
47,1.702128,5,80,0.972973
48,1.708333,4,82,0.972973
49,1.714286,5,84,0.972973
1,6,3,6,0.973684
2,4.5,7,9,0.973684
3,4,5,12,0.973684
4,3.5,5,14,0.973684
5,3.2,5,16,0.973684
6,2.833333,5,17,0.973684
7,2.714286,5,19,0.973684
8,2.625,5,21,0.973684
9,2.444444,5,22,0.973684
10,2.4,5,24,0.973684
11,2.272727,5,25,0.973684
12,2.25,5,27,0.973684
13,2.307692,5,29,0.973684
14,2.142857,5,30,0.973684
15,2,5,30,0.973684
16,2.0625,5,33,0.973684
17,2.058824,5,35,0.973684
18,2,5,36,0.973684
19,2,5,38,0.973684
20,1.95,5,39,0.973684
21,1.952381,5,41,0.973684
22,1.909091,5,42,0.973684
23,1.913043,5,44,0.973684
24,1.875,5,45,0.973684
25,1.88,5,47,0.973684
26,1.846154,5,48,0.973684
27,1.851852,5,50,0.973684
28,1.821429,5,51,0.973684
29,1.827586,5,53,0.973684
30,1.8,5,54,0.973684
31,1.806452,5,56,0.973684
32,1.8125,5,58,0.973684
33,1.787879,5,59,0.973684
34,1.764706,5,60,0.973684
35,1.771429,5,62,0.973684
36,1.75,5,63,0.973684
37,1.756757,5,65,0.973684
38,1.763158,5,67,0.973684
39,1.769231,5,69,0.973684
40,1.75,5,70,0.973684
41,1.731707,5,71,0.973684
42,1.738095,5,73,0.973684
43,1.72093,5,74,0.973684
44,1.727273,5,76,0.973684
45,1.711111,5,77,0.973684
46,1.717391,5,79,0.973684
47,1.723404,5,81,0.973684
48,1.708333,4,82,0.973684
49,1.714286,5,84,0.973684
1,6,3,6,0.974359
2,5,5,10,0.974359
3,4,5,12,0.974359
4,3.5,5,14,0.974359
5,3.2,5,16,0.974359
6,3,5,18,0.974359
7,2.714286,5,19,0.974359
8,2.625,5,21,0.974359
9,2.444444,5,22,0.974359
10,2.4,5,24,0.974359
11,2.272727,5,25,0.974359
12,2.25,5,27,0.974359
13,2.153846,5,28,0.974359
14,2.142857,5,30,0.974359
15,2,5,30,0.974359
16,2.0625,5,33,0.974359
17,2,5,34,0.974359
